Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
"МСЭО 26-13 1,0","3,0 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+1%2C0,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  1,0: номинальное сечение жилы 1,0 мм2  "
"МСЭО 26-13 1,5","3,3 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+1%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  1,5: номинальное сечение жилы 1,5 мм2  "
"МСЭО 26-13 2,5","3,9 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+2%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2,5: номинальное сечение жилы 2,5 мм2  "
"МСЭО 26-13 2х0,12","3,2 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭО 26-13 2х0,2","3,5 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭО 26-13 2х0,35","3,9 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭО 26-13 2х0,5","4,3 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+2%D1%850%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭО 26-13 2х0,75","4,8 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+2%D1%850%2C75,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"МСЭО 26-13 2х1,0","5,1 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+2%D1%851%2C0,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"МСЭО 26-13 2х1,5","5,7 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+2%D1%851%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
